"seqnames","start","end","gene","log2FoldChange_ATAC","FDR_ATAC","pvalue","peak_type","distanceToTSS","annotation"
"chr7",128326484,128326884,"Mcmbp",1.10090678973072,0.672997135327015,0.00750415031644477,"Gain",15269,"Exon (NM_145955/210711, exon 2 of 16)"
"chr7",4755920,4756320,"Cox6b2",1.09919878706946,0.372309369555607,0.00076932876239387,"Gain",0,"Promoter (<=1kb)"
"chr5",50216174,50216574,"Adgra3",1.09723209624381,0.291014663274445,0.000438621110224887,"Gain",0,"Promoter (<=1kb)"
"chr11",55231631,55232031,"Fat2",1.09567565591254,0.637565671947088,0.00572394927202632,"Gain",-28548,"Distal Intergenic"
"chr2",28112260,28112660,"Olfm1",1.09565715378578,0.671342771857709,0.00738414410300682,"Gain",16559,"Exon (NM_001038613/56177, exon 5 of 6)"
"chr11",119933267,119933667,"Aatk",1.09487198846614,0.637565671947088,0.00571904798180149,"Gain",-660,"Promoter (<=1kb)"
"chr1",189556654,189557054,"Ptpn14",1.09425081971847,0.720875906129523,0.00967067053249985,"Gain",96189,"Intron (NM_008976/19250, intron 4 of 18)"
"chr4",111272052,111272452,"Bend5",1.09191103021841,0.567927310367975,0.00357287502266746,"Gain",0,"Promoter (<=1kb)"
"chr1",88592389,88592789,"Arl4c",1.09099685026998,0.56209878296585,0.0032547016556328,"Gain",37124,"Distal Intergenic"
"chr5",128810846,128811246,"Piwil1",1.09055272722234,0.608425312971865,0.00469230560008388,"Gain",-2064,"Promoter (2-3kb)"
"chrX",149595861,149596261,"Maged2",1.08961286679428,0.484482473063753,0.00218221641270708,"Gain",0,"Promoter (<=1kb)"
"chr10",60098225,60098625,"Psap",1.08865671155733,0.520617092752929,0.00257191858334904,"Gain",-14825,"Distal Intergenic"
"chr10",31485301,31485701,"Rnf217",1.087698893048,0.435411265485433,0.0013862127413479,"Gain",20,"Promoter (<=1kb)"
"chr5",130882200,130882600,"Caln1",1.08700741943772,0.716565691411324,0.00956586654722646,"Gain",404567,"Distal Intergenic"
"chr7",127194968,127195368,"Rnf40",1.08598049845843,0.518411052190567,0.00251400961034902,"Gain",6871,"Exon (NM_172281/233900, exon 12 of 20)"
"chr12",71796437,71796837,"Daam1",1.08405747038442,0.700319769653069,0.00918711866096539,"Gain",-81005,"Distal Intergenic"
"chr1",133699565,133699965,"Atp2b4",1.08104162961468,0.731106981298844,0.00992133679831977,"Gain",-18080,"Distal Intergenic"
"chr4",125918276,125918676,"Csf3r",1.08056014332738,0.609977066183434,0.00481447496763382,"Gain",0,"Promoter (<=1kb)"
"chr8",85434218,85434618,"Lyl1",1.07945533230927,0.520617092752929,0.00260626155311253,"Gain",6132,"3' UTR"
"chr9",114777411,114777811,"Gpd1l",1.07885510945488,0.619731061238807,0.00512624738446655,"Gain",-14356,"Distal Intergenic"
"chr8",109637733,109638531,"Mir3108",1.07837614560252,0.538513590772942,0.00294707968825356,"Gain",-24961,"Intron (NM_007496/11906, intron 4 of 9)"
"chr1",119947236,119947636,"Sctr",1.07569057672376,0.639242530746027,0.00597951705211246,"Gain",12526,"Intron (NM_001012322/319229, intron 1 of 13)"
"chr3",90319929,90320329,"Ints3",1.07549122663864,0.699651985600549,0.00906851768830233,"Gain",20614,"Intron (NM_145540/229543, intron 6 of 29)"
"chr2",92252815,92253215,"Cry2",1.07424369699298,0.587569115761547,0.00414950504784341,"Gain",11199,"Exon (NR_040621/320507, exon 3 of 4)"
"chr6",124896586,124896986,"Ptms",1.07360352502109,0.484244888982219,0.00207659069398632,"Gain",-1677,"Promoter (1-2kb)"
"chr19",34247780,34248180,"Acta2",1.07252520057775,0.468667669927612,0.00178073951732014,"Gain",-15007,"Distal Intergenic"
"chr2",26831506,26831906,"Stkld1",1.07094004042047,0.696194290033493,0.00889417811138747,"Gain",7438,"Intron (NM_001379463/279029, intron 5 of 18)"
"chr15",99182446,99182846,"Fam186b",1.06718866701221,0.664375642918806,0.00717638227655784,"Gain",2215,"Promoter (2-3kb)"
"chr18",55111725,55112125,"Zfp608",1.06488928277393,0.484244888982219,0.00214483929038989,"Gain",11127,"Intron (NM_175751/269023, intron 2 of 9)"
"chr1",74414144,74414544,"Slc11a1",1.06475868920286,0.692151515577878,0.00873075639580937,"Gain",0,"Promoter (<=1kb)"
"chr5",114037204,114037604,"Coro1c",1.06367518643569,0.69446382519171,0.00881616916727116,"Gain",9163,"Intron (NM_011779/23790, intron 1 of 10)"
"chr19",3882834,3883234,"Mir12192",1.06338239844634,0.609977066183434,0.00481572362593682,"Gain",17582,"Distal Intergenic"
"chr8",127292677,127293077,"Irf2bp2",1.06209730145824,0.621143317001526,0.00534968765091388,"Gain",27648,"Distal Intergenic"
"chr3",149055028,149055428,"Gm1653",1.0610810001847,0.529773788070869,0.00279659377383127,"Gain",74654,"Distal Intergenic"
"chr17",30060782,30061182,"Mdga1",1.05856438166018,0.603970597347539,0.00456392309511302,"Gain",45674,"Exon (NM_001368423/74762, exon 9 of 17)"
"chr5",125350634,125351034,"Scarb1",1.05575149968491,0.69446382519171,0.00883238659955872,"Gain",67124,"Distal Intergenic"
"chr6",124614043,124614443,"C1s2",1.05412514581113,0.603970597347539,0.00451561612098953,"Gain",-999,"Promoter (<=1kb)"
"chr8",78981112,78981512,"Ttc29",1.05312367433486,0.717209495542222,0.0095873299752199,"Gain",41141,"Intron (NM_183096/73301, intron 7 of 13)"
"chr3",101195347,101195747,"Cd2",1.05286987006696,0.665622142946289,0.00720178985495967,"Gain",-92,"Promoter (<=1kb)"
"chr13",37862762,37863162,"Gm47754",1.04973583565667,0.681344314113279,0.00783646209263282,"Gain",97721,"Distal Intergenic"
"chr8",106197885,106198285,"Tppp3",1.04512217880863,0.567927310367975,0.00363180929606819,"Gain",0,"Promoter (<=1kb)"
"chr8",105162662,105163062,"Dync1li2",1.04489951213437,0.603970597347539,0.00453924534378845,"Gain",6617,"Intron (NM_001013380/234663, intron 4 of 12)"
"chr8",121134504,121134904,"Gse1",1.04434934088241,0.720875906129523,0.0096751449397991,"Gain",-80701,"Distal Intergenic"
"chr18",51603820,51604220,"Prr16",1.04418680125585,0.681344314113279,0.00775106140085527,"Gain",352850,"Distal Intergenic"
"chr7",79842150,79842550,"Sema4b",1.04255499793646,0.639242530746027,0.00605721859154018,"Gain",5532,"Intron (NM_013659/20352, intron 1 of 14)"
"chr2",166913855,166914255,"Snord12",1.04040398516764,0.441040307978774,0.00146401451546819,"Gain",6642,"Distal Intergenic"
"chr8",121062129,121062529,"A330074K22Rik",1.03629186768684,0.575417205891056,0.00392083194760081,"Gain",-107160,"Distal Intergenic"
"chr8",72118318,72118718,"Unc13a",1.03505371159667,0.659815946034729,0.00711458843769966,"Gain",5683,"Exon (NM_001029873/382018, exon 3 of 42)"
"chr8",68402877,68403277,"Psd3",1.0345414661929,0.484244888982219,0.00217115662929534,"Gain",23949,"Intron (NM_177698/234353, intron 3 of 14)"
"chr18",21255018,21255418,"Mep1b",1.03450044712022,0.624101398324886,0.00540692450914628,"Gain",49617,"Distal Intergenic"
"chr8",87524345,87524745,"Siah1a",1.0342083866167,0.621096633911186,0.00518948282996258,"Gain",-51711,"Distal Intergenic"
"chr13",52731918,52732318,"Gm2848",1.02905949641039,0.575937304964852,0.00393727325758287,"Gain",-4657,"Distal Intergenic"
"chr15",81720638,81721038,"Tob2",1.02814034818573,0.688624125143867,0.00841156889919412,"Gain",21489,"Distal Intergenic"
"chr10",79772881,79773281,"Arid3a",1.02754199433635,0.554503160101661,0.00309357973261797,"Gain",9706,"Intron (NM_001288626/13496, intron 3 of 8)"
"chr10",125600233,125600633,"Lrig3",1.02341109889303,0.688624125143867,0.00829660464318788,"Gain",-201455,"Distal Intergenic"
"chr16",90282510,90282910,"Gm36001",1.01998616604176,0.639464726298285,0.00639149014057526,"Gain",64587,"Intron (NM_015755/26559, intron 8 of 10)"
"chr13",19803674,19804074,"Epdr1",1.0178650047207,0.681344314113279,0.00776426669339151,"Gain",0,"Promoter (<=1kb)"
"chr11",116197415,116197815,"Exoc7",1.0142137218093,0.561501676407856,0.00320386013596674,"Gain",0,"Promoter (<=1kb)"
"chr10",44924757,44925157,"Prep",1.01310759572433,0.573866774006296,0.00376866502702764,"Gain",-18155,"Distal Intergenic"
"chr8",121410308,121410708,"Cox4i1",1.00966775004303,0.670429942598445,0.00733801523334981,"Gain",15249,"Distal Intergenic"
"chr14",98404638,98405038,"Dach1",1.00716223024365,0.639242530746027,0.00637728499057617,"Gain",2163,"Promoter (2-3kb)"
"chr5",107035511,107035911,"Hfm1",1.00676628851971,0.630682971390006,0.00551106378861216,"Gain",37845,"Intron (NM_177873/330149, intron 20 of 39)"
"chr17",87704492,87704892,"Stpg4",1.00674544204682,0.681344314113279,0.00772725822829928,"Gain",30277,"Intron (NM_029298/75467, intron 5 of 6)"
"chr6",90399489,90399889,"Cfap100",1.00577799554675,0.639242530746027,0.00593429705295202,"Gain",5573,"Intron (NM_173775/243538, intron 2 of 16)"
"chr8",94803411,94803811,"Bbs2",1.00423222194684,0.575417205891056,0.00388674199695967,"Gain",21326,"Exon (NM_026116/67378, exon 13 of 17)"
"chr19",10267743,10268143,"Dagla",1.00338742081842,0.636772262846993,0.00563282720131284,"Gain",14098,"Intron (NM_198114/269060, intron 1 of 19)"
"chr17",43637604,43638004,"Adgrf5",1.00293738764472,0.688624125143867,0.00846385426188812,"Gain",-33318,"Distal Intergenic"
"chr12",55493517,55493917,"Nfkbia",0.997903104856011,0.524628526058813,0.00266902297428323,"Gain",45515,"Distal Intergenic"
"chr4",141745002,141745402,"4930455G09Rik",0.993220230929202,0.472428905823186,0.00183098836678763,"Gain",0,"Promoter (<=1kb)"
"chr17",46367489,46367889,"Vegfa",0.987378263490032,0.688624125143867,0.00809531358262074,"Gain",-24186,"Distal Intergenic"
"chr7",18809847,18810247,"Dmwd",0.986458088559969,0.681504340648857,0.00786158880466567,"Gain",0,"Promoter (<=1kb)"
"chr13",88969725,88970125,"Edil3",0.984093939586017,0.690197640622139,0.00861509667806356,"Gain",134,"Promoter (<=1kb)"
"chr14",98407101,98407501,"Dach1",0.984002013467601,0.672997135327015,0.00747025877386834,"Gain",0,"Promoter (<=1kb)"
"chr11",118245995,118246395,"Timp2",0.978502895815921,0.681344314113279,0.00776961892485092,"Gain",0,"Promoter (<=1kb)"
"chr6",72636997,72637397,"Gm15401",0.977802413898625,0.637565671947088,0.00586215555558852,"Gain",30183,"Intron (NM_001079822/21415, intron 3 of 12)"
"chr11",109322290,109322690,"Amz2",0.97691293095929,0.688624125143867,0.00843645244063646,"Gain",5244,"Intron (NM_025275/13929, intron 6 of 8)"
"chr7",19483614,19484014,"Nectin2",0.973269763006874,0.550970379562129,0.00302513701546708,"Gain",-116,"Promoter (<=1kb)"
"chr5",142807273,142807673,"Tnrc18",0.969621474351944,0.608425312971865,0.00466615749495803,"Gain",-3856,"Distal Intergenic"
"chr17",73553909,73554309,"E330032C10Rik",0.96947221316781,0.688624125143867,0.00813480673986709,"Gain",-3672,"Distal Intergenic"
"chr9",57850384,57850784,"Sema7a",0.968991817449339,0.603970597347539,0.00437448959433079,"Gain",2989,"Promoter (2-3kb)"
"chr1",77492851,77493251,"Epha4",0.964947179974655,0.594215390527138,0.00425414377413924,"Gain",-1126,"Promoter (1-2kb)"
"chr4",109276185,109276585,"Ttc39a",0.961019959567171,0.631221958181142,0.00553842563609019,"Gain",3341,"Intron (NM_153392/230603, intron 2 of 17)"
"chr6",90717679,90718079,"Iqsec1",0.958897325280027,0.696429924154878,0.00892218053984395,"Gain",-24168,"Intron (NM_001134384/232227, intron 1 of 13)"
"chr3",101207719,101208119,"Cd2",0.95570946637597,0.643800774939467,0.00661517157429496,"Gain",-12464,"Distal Intergenic"
"chr18",66580843,66581243,"Pmaip1",0.95293490211657,0.567927310367975,0.00351149567914569,"Gain",-10432,"Distal Intergenic"
"chr5",134131511,134131911,"Castor2",0.950521874599536,0.68326036467167,0.00790118142029107,"Gain",2924,"Promoter (2-3kb)"
"chr11",120408923,120409323,"Gcgr",0.949338342191069,0.649241005507484,0.00680503716491716,"Gain",-12230,"Distal Intergenic"
"chr9",21838578,21838978,"Tmem205",0.947127708619861,0.603970597347539,0.00456841101630816,"Gain",0,"Promoter (<=1kb)"
"chr8",121003138,121003538,"A330074K22Rik",0.942979969561555,0.688624125143867,0.0082523973917225,"Gain",-48169,"Distal Intergenic"
"chr2",167996360,167996760,"E130018N17Rik",0.940620457468356,0.672997135327015,0.00751638770311518,"Gain",0,"Promoter (<=1kb)"
"chr7",45566115,45566515,"Emp3",0.940038993868305,0.587418382664146,0.00412116176741695,"Gain",3758,"3' UTR"
"chr5",123515552,123515952,"Mlxip",0.939052783062745,0.730727913975271,0.00985981826077306,"Gain",-16909,"Distal Intergenic"
"chr2",3119166,3119566,"Fam171a1",0.934036035403139,0.639242530746027,0.00612575963124526,"Gain",0,"Promoter (<=1kb)"
"chr11",53870999,53871399,"Slc22a21",0.933467840320044,0.575417205891056,0.00383190977235313,"Gain",0,"Promoter (<=1kb)"
"chr15",102151866,102152266,"Rarg",0.933025242808454,0.567927310367975,0.00358236487033542,"Gain",2669,"Promoter (2-3kb)"
"chr1",171444457,171444857,"Ly9",0.929477308616946,0.640975223965842,0.00654408423233625,"Gain",-9479,"Distal Intergenic"
"chr1",171188208,171188608,"Klhdc9",0.929476476331164,0.567927310367975,0.00357895772225566,"Gain",0,"Promoter (<=1kb)"
"chr17",35270174,35270574,"Clic1",0.928110204293533,0.620544066881042,0.00516637563756556,"Gain",955,"Promoter (<=1kb)"
"chr11",30217915,30218315,"Gm8098",0.926471506666714,0.728310903165684,0.00980616990018463,"Gain",0,"Promoter (<=1kb)"
"chr11",71932908,71933308,"Pimreg",0.925207466995747,0.621096633911186,0.00533290780504463,"Gain",-20,"Promoter (<=1kb)"
"chr4",128605145,128605545,"Phc2",0.91938304298593,0.643800774939467,0.00667186841289854,"Gain",-15819,"Intron (NM_001195130/54383, intron 6 of 14)"
"chr3",96185286,96185686,"H2bc18",0.918652142380629,0.567927310367975,0.00368453547854999,"Gain",8270,"Distal Intergenic"
"chr7",19610702,19611102,"Ceacam19",0.915685899743861,0.603970597347539,0.00445274429915871,"Gain",10788,"3' UTR"
"chr6",146014582,146014982,"Sspn",0.914669073681185,0.567927310367975,0.00345848769600847,"Gain",134734,"Intron (NM_010586/16439, intron 54 of 55)"
"chr10",31321753,31322153,"Tpd52l1",0.911366066590137,0.670857032809087,0.0073667642302297,"Gain",0,"Promoter (<=1kb)"
"chr17",15877578,15877978,"4933401D09Rik",0.910939945997942,0.639242530746027,0.00599626520169711,"Gain",25528,"Distal Intergenic"
"chr10",61968372,61968772,"Neurog3",0.910374951756459,0.681344314113279,0.00777967561186299,"Gain",-97,"Promoter (<=1kb)"
"chr2",26393682,26394082,"Gm35978",0.908340115800553,0.643926526926922,0.00668975559984727,"Gain",0,"Promoter (<=1kb)"
"chr1",183045616,183046016,"Brox",0.904805445436624,0.627869863918922,0.00547521628264904,"Gain",32536,"Distal Intergenic"
"chr14",67426318,67426718,"Ebf2",0.903613254581471,0.621096633911186,0.00519411212300101,"Gain",-44023,"Distal Intergenic"
"chr1",155941884,155942284,"Tor1aip2",0.902388141918726,0.688624125143867,0.0081685962959913,"Gain",25277,"3' UTR"
"chr4",133600224,133600624,"Rps6ka1",0.902384017546745,0.672997135327015,0.00752309652100643,"Gain",0,"Promoter (<=1kb)"
"chr12",3920844,3921244,"Dnmt3aos",0.901951528804885,0.575417205891056,0.00383790236841902,"Gain",-8600,"Intron (NM_007872/13435, intron 4 of 22)"
"chr11",98754229,98754629,"Wipf2",0.901945935438746,0.639242530746027,0.00618245200864579,"Gain",0,"Promoter (<=1kb)"
"chr17",48068046,48068446,"Tfeb",0.901892754729329,0.585819948479127,0.00408515059320129,"Gain",19190,"Intron (NM_001161722/21425, intron 1 of 8)"
"chr6",83015586,83015986,"Loxl3",0.900043156160284,0.639242530746027,0.00597390574657598,"Gain",4400,"Exon (NM_013586/16950, exon 4 of 14)"
"chr14",24779485,24779885,"Rps24",0.892781130539579,0.603970597347539,0.00451949671465812,"Gain",238664,"Distal Intergenic"
"chr6",81963913,81964313,"Gm20383",0.887633845443273,0.639242530746027,0.00613912901204736,"Gain",2611,"Promoter (2-3kb)"
"chr9",107162225,107162625,"Mapkapk3",0.887341027149668,0.68326036467167,0.0079075384915888,"Gain",3970,"Intron (NM_001316691/102626, intron 1 of 7)"
"chr11",108810967,108811367,"Axin2",0.883649020720656,0.603970597347539,0.00445594431722931,"Gain",0,"Promoter (<=1kb)"
"chr8",71112187,71112587,"Pgpep1",0.881679907847288,0.69151848357267,0.0086986011941649,"Gain",0,"Promoter (<=1kb)"
"chr3",90230533,90230933,"Gatad2b",0.880989196360706,0.699651985600549,0.0091517673419723,"Gain",29140,"Intron (NM_001379655/229542, intron 1 of 11)"
"chr3",27671967,27672367,"Mir3092",0.878104728249949,0.690197640622139,0.0086027576851464,"Gain",-32823,"Intron (NM_001356953/72007, intron 4 of 26)"
"chr3",108308987,108309387,"Celsr2",0.87803574302309,0.61404118771824,0.00491391605760308,"Gain",13508,"Exon (NM_001004177/53883, exon 9 of 34)"
"chr17",24645407,24645807,"Eci1",0.877794465088583,0.621096633911186,0.00531534308163498,"Gain",0,"Promoter (<=1kb)"
"chr11",86472118,86472518,"Mir21a",0.873830578710579,0.699651985600549,0.00903325965136057,"Gain",2466,"Promoter (2-3kb)"
"chr7",44753054,44753454,"Fcgrt",0.866966704132663,0.696429924154878,0.00891665858433473,"Gain",0,"Promoter (<=1kb)"
"chr4",132459681,132460081,"Xkr8",0.863439939288829,0.688624125143867,0.00843935415957455,"Gain",0,"Promoter (<=1kb)"
"chr5",140374882,140375282,"Snx8",0.862414691479062,0.669769926842559,0.00729363755350003,"Gain",0,"Promoter (<=1kb)"
"chr8",78244370,78244770,"Arhgap10",0.858704914990905,0.688624125143867,0.00818527569887871,"Gain",0,"Promoter (<=1kb)"
"chr17",56558407,56558807,"Fem1a",0.856377860216925,0.731106981298844,0.00993113471890932,"Gain",-4986,"Distal Intergenic"
"chr7",44702578,44702978,"Prr12",0.828233997717772,0.691439513440087,0.00868455572037718,"Gain",0,"Promoter (<=1kb)"
"chr3",84062880,84063280,"Mnd1",0.787344871834698,0.711533728967756,0.00942208949935772,"Gain",0,"Promoter (<=1kb)"
"chr11",108315769,108316169,"Cep112",0.775795083191644,0.718500953317366,0.00961748566666825,"Gain",0,"Promoter (<=1kb)"
"chr17",57556227,57556627,"Trip10",0.766137973032126,0.731106981298844,0.0099974363827165,"Gain",0,"Promoter (<=1kb)"
"chr7",105049120,105049520,"Fhip1b",0.755336365261362,0.713280068634696,0.0094879947299137,"Gain",0,"Promoter (<=1kb)"
"chr15",25622207,25622607,"Myo10",0.740117322169098,0.619074053853973,0.00500973225953028,"Gain",-29,"Promoter (<=1kb)"
"chr18",5688466,5688866,"Zeb1",-0.748974301386291,0.639242530746027,0.00613815343707604,"Loss",95819,"Intron (NM_011546/21417, intron 1 of 7)"
"chr2",57225410,57225810,"Gpd2",-0.771952825482995,0.639242530746027,0.00633576510078697,"Loss",97016,"Intron (NM_001145820/14571, intron 6 of 16)"
"chr14",101831687,101832087,"Tbc1d4",-0.797671754258152,0.672997135327015,0.00747483006051192,"Loss",14540,"Intron (NM_001081278/210789, intron 1 of 18)"
"chr18",32697270,32697670,"Gypc",-0.797957005810962,0.699651985600549,0.00914958733124847,"Loss",-4183,"Distal Intergenic"
"chr16",48987592,48987992,"1700026J12Rik",-0.821689007180683,0.639242530746027,0.00612636327619589,"Loss",88143,"Intron (NM_001166210/667772, intron 33 of 40)"
"chr1",79647313,79647713,"Ap1s3",-0.839863508658233,0.651261969839204,0.00686478524665075,"Loss",1976,"Promoter (1-2kb)"
"chr13",117359605,117360005,"Emb",-0.841549205661675,0.659815946034729,0.00707157809688134,"Loss",2496,"Promoter (2-3kb)"
"chr16",85082255,85082655,"App",-0.842548148283438,0.700319769653069,0.00922333149582561,"Loss",-111660,"Distal Intergenic"
"chr15",67774816,67775216,"Zfat",-0.844601837115337,0.688624125143867,0.008280323631186,"Loss",355489,"Distal Intergenic"
"chr17",81075408,81075808,"Map4k3",-0.860402660047417,0.699651985600549,0.00911667680781992,"Loss",-39954,"Distal Intergenic"
"chr16",11378297,11378697,"Snx29",-0.863210967987425,0.619731061238807,0.00507046663441893,"Loss",154785,"Intron (NM_028964/74478, intron 14 of 20)"
"chr13",104034078,104034478,"Erbin",-0.864204603796247,0.681344314113279,0.00781740460256967,"Loss",22616,"Intron (NM_001005868/59079, intron 1 of 26)"
"chr17",95045615,95046015,"Mettl4",-0.867939234036687,0.639242530746027,0.00625372947711617,"Loss",11432,"Intron (NM_001357135/76781, intron 5 of 8)"
"chr19",14221129,14221529,"Gm8630",-0.868306529681334,0.621096633911186,0.00523068913720307,"Loss",191785,"Distal Intergenic"
"chr18",4295095,4295495,"Map3k8",-0.870610260844665,0.603970597347539,0.00448019832856671,"Loss",57458,"Distal Intergenic"
"chr16",49756515,49756915,"Gm19723",-0.871672445513976,0.699651985600549,0.00905263611601486,"Loss",-19278,"Distal Intergenic"
"chr17",32921509,32921909,"Cyp4f15",-0.887473672472338,0.603970597347539,0.00454164978258672,"Loss",16876,"Exon (NM_001346538/106648, exon 13 of 13)"
"chr15",39641513,39641913,"Gm16291",-0.888454451468971,0.567927310367975,0.00358671350539468,"Loss",-18528,"Intron (NM_022722/64705, intron 9 of 9)"
"chr3",59021713,59022113,"Gpr171",-0.890180756262582,0.603970597347539,0.00454372782277946,"Loss",-12471,"3' UTR"
"chr5",39308219,39308619,"Clnk",-0.892322356621273,0.688624125143867,0.00820042464112187,"Loss",-274183,"Distal Intergenic"
"chr2",48579111,48579511,"Acvr2a",-0.898478328039006,0.700084873797008,0.00916999134916772,"Loss",-124610,"Distal Intergenic"
"chr14",105859619,105860019,"Mir6390",-0.900135293237957,0.639242530746027,0.00609807170757999,"Loss",1185,"Promoter (1-2kb)"
"chr19",55300245,55300645,"Zdhhc6",-0.904790300935306,0.637565671947088,0.00577365432089472,"Loss",3823,"Intron (NM_001033573/66980, intron 3 of 10)"
"chr2",147655422,147655822,"A530006G24Rik",-0.910448896462379,0.61404118771824,0.0048909500797468,"Loss",102809,"Distal Intergenic"
"chr3",127427013,127427413,"Neurog2",-0.912151740451224,0.688624125143867,0.00825964027332636,"Loss",228,"Promoter (<=1kb)"
"chr11",9333467,9333867,"Abca13",-0.912774262466043,0.690197640622139,0.00849945712046801,"Loss",191525,"Intron (NM_178259/268379, intron 31 of 61)"
"chr13",91829594,91829994,"Acot12",-0.917599844660369,0.655984475982992,0.00699158075672678,"Loss",-59646,"Intron (NM_001360775/66970, intron 10 of 16)"
"chr19",53535931,53536331,"Dusp5",-0.91972154275585,0.639242530746027,0.00609230505697864,"Loss",18355,"Distal Intergenic"
"chr4",16214929,16215329,"A530072M11Rik",-0.92164016241326,0.699651985600549,0.00911179165413617,"Loss",50819,"Intron (NR_045765/100415915, intron 3 of 6)"
"chr12",40255411,40255811,"Lsmem1",-0.923453839612267,0.688624125143867,0.00845327007068741,"Loss",-6097,"Intron (NM_013562/15982, intron 9 of 11)"
"chr17",91083739,91084139,"Gm20491",-0.929697983467387,0.69446382519171,0.0088346883668435,"Loss",16765,"Intron (NM_001346957/18189, intron 3 of 18)"
"chr16",58541682,58542082,"Gpr15",-0.933979279614077,0.688624125143867,0.00838922793053229,"Loss",-2447,"Promoter (2-3kb)"
"chr16",92196920,92197320,"Rcan1",-0.935631785735152,0.681344314113279,0.00773277030580126,"Loss",0,"Promoter (<=1kb)"
"chr4",83187864,83188264,"Ttc39b",-0.941123888787274,0.653009855313141,0.00691895379104557,"Loss",54162,"Intron (NM_027238/69863, intron 3 of 19)"
"chr4",6458682,6459082,"Nsmaf",-0.941553956335162,0.643800774939467,0.0066768974362128,"Loss",-4411,"Distal Intergenic"
"chr15",66863571,66863971,"Ndrg1",-0.943530089581038,0.688624125143867,0.00813578931526787,"Loss",-22081,"Distal Intergenic"
"chr10",12687602,12688002,"Utrn",-0.946030314580439,0.725844373288335,0.00975485242935769,"Loss",49477,"Intron (NM_011682/22288, intron 1 of 73)"
"chr14",104737010,104737410,"Obi1",-0.946418640342969,0.681344314113279,0.00782805615773971,"Loss",22692,"Intron (NM_026047/72486, intron 5 of 5)"
"chr3",115779158,115779558,"Mir669n",-0.955078554349377,0.621096633911186,0.00532130206847479,"Loss",5607,"Intron (NM_023214/66500, intron 5 of 10)"
"chr9",89888564,89888964,"Ctsh",-0.958845305879991,0.567927310367975,0.00356535675151192,"Loss",-47356,"Intron (NM_001357743/19417, intron 20 of 26)"
"chrX",158461457,158461857,"Sh3kbp1",-0.959188275977351,0.567927310367975,0.00338965314339764,"Loss",-29740,"Intron (NM_001135727/58194, intron 1 of 17)"
"chr7",75410174,75410574,"AU020206",-0.965570777465713,0.643800774939467,0.00664260260873325,"Loss",21294,"Distal Intergenic"
"chr11",116027077,116027477,"Mrpl38",-0.972044833442836,0.639594022390835,0.00646112528899089,"Loss",2217,"Promoter (2-3kb)"
"chr6",65576926,65577326,"Tnip3",-0.972773116982251,0.432434141773971,0.00126080428021344,"Loss",9544,"Intron (NM_001001495/414084, intron 5 of 7)"
"chrX",101428319,101428719,"Hdac8",-0.985244717078278,0.700319769653069,0.00920746953660944,"Loss",120045,"Intron (NM_027382/70315, intron 9 of 10)"
"chr13",9038474,9038874,"Gtpbp4",-0.986373324989805,0.651261969839204,0.006871133967298,"Loss",7174,"Intron (NM_027000/69237, intron 6 of 16)"
"chr14",121678431,121678831,"Stk24",-0.988233842868964,0.624101398324886,0.00542600043088781,"Loss",-61789,"Distal Intergenic"
"chr7",108934054,108934454,"1700095J03Rik",-0.991001212755254,0.491263251619367,0.00224306200655745,"Loss",-103371,"Intron (NM_001355145/117229, intron 3 of 10)"
"chr12",108903441,108903841,"Wdr25",-0.992510432834566,0.585819948479127,0.00408892485391482,"Loss",43243,"Intron (NM_177602/212198, intron 2 of 6)"
"chr1",161189229,161189629,"Tnfsf4",-0.995909677509525,0.620544066881042,0.00514568053269486,"Loss",-33380,"Distal Intergenic"
"chr11",25219753,25220153,"Gm12069",-0.996484692724138,0.668112603771212,0.00724214458905279,"Loss",-30910,"Distal Intergenic"
"chr1",194663166,194663566,"Gm16897",-0.997730249924753,0.4992534568995,0.00231564377507322,"Loss",-3899,"Distal Intergenic"
"chr7",96743462,96743862,"Gab2",-0.997882364397189,0.619731061238807,0.005104223519493,"Loss",12504,"Intron (NM_001162477/14389, intron 1 of 9)"
"chr13",120612133,120612533,"Tcstv2c",-1.00430708373177,0.457156345770716,0.00164055245019277,"Loss",10351,"Intron (NM_001039648/639910, intron 1 of 2)"
"chr12",40175728,40176128,"Scin",-1.0043766085931,0.526243372194815,0.00270996640744836,"Loss",8099,"Intron (NM_001146196/20259, intron 2 of 15)"
"chr8",54508004,54508404,"Vegfc",-1.00571801618608,0.637565671947088,0.00579497052508119,"Loss",-22163,"Distal Intergenic"
"chr15",30617051,30617451,"4930430F21Rik",-1.00664362759796,0.639242530746027,0.00635903320367764,"Loss",-421821,"Intron (NM_001355502/18163, intron 3 of 21)"
"chr4",8927490,8927890,"Chd7",-1.00964963096314,0.731106981298844,0.00999678378842698,"Loss",176166,"Distal Intergenic"
"chr18",3262133,3262533,"Crem",-1.00990135680344,0.518411052190567,0.0025301048983678,"Loss",18599,"Distal Intergenic"
"chr3",83878876,83879276,"Tmem131l",-1.01138926808207,0.69446382519171,0.00880315107602952,"Loss",68192,"Intron (NM_172681/229473, intron 3 of 34)"
"chr5",46230575,46230975,"4930405L22Rik",-1.01207298278062,0.688624125143867,0.00827673404967125,"Loss",-140824,"Distal Intergenic"
