gene_id	a161	a165	a170	a173
Stimate	945	1169	1494	1702
Sfmbt1	583	574	472	490
Prkag3	1	0	3	4
Cryba2	5	7	7	8
Atp7b	0	0	0	14
Slc4a1	58	30	104	104
Rundc3a	8	4	7	14
Slc4a3	1	2	12	0
Cdt1	253	367	356	404
Runx1t1	3	1	4	7
Snai3	6	4	6	5
Aprt	1019	984	1153	1676
Gtf2h1	615	605	606	668
Hfe	8222	7441	8051	10607
Abhd1	649	561	991	1180
Slc5a6	37	31	47	70
Nphs1	67	85	67	104
Aplp1	13	18	10	12
Qrich1	948	1105	1197	1245
P4htm	66	39	44	34
Usp19	685	787	846	998
Pola1	780	868	545	654
Cdc42	39610	40367	42655	51793
Pknox1	413	472	378	470
D130043K22Rik	1	1	0	1
Gmnn	1168	1274	1384	1428
Acot13	1229	1163	1160	1336
Zfp184	22	18	40	80
Cdk4	3412	4106	4466	5601
B4galnt1	6425	7606	8777	10258
Mettl1	309	331	328	467
Tspan31	2365	2600	3196	3850
Kif5b	3871	4176	3993	5044
Saal1	511	493	545	627
Cnp	1742	1959	1822	2108
Odad4	10	21	14	21
Sulf2	3298	3368	5687	6350
Sod2	1655	1709	2165	2537
Tmco6	237	321	304	315
Stambp	758	775	850	1057
Ezh1	495	547	493	565
Hap1	767	742	1675	1771
P3h4	3	3	7	7
Ctnnb1	1834	1877	1806	2244
Eif1b	1923	2081	1864	2418
Klk4	0	1	3	3
Chrd	3	5	5	2
Psmd2	2359	2889	3181	3685
Syngr3	5	9	9	6
Vars	1023	1143	1484	1629
Vwa7	6	3	5	6
Hspa1l	14	25	8	18
Slc44a4	1	11	4	0
Msh5	36	46	25	43
Abhd16a	898	994	1041	1173
Neu1	542	669	807	958
Ddah2	81	48	188	212
Clic1	17199	17743	19174	21117
Lsm2	1324	1423	1252	1601
Pole	145	173	161	135
Stx1a	3	5	2	6
Zfp775	61	70	48	59
Scube2	2	1	0	3
Mrpl49	749	835	721	849
Dennd2c	53	40	64	48
Mark3	1772	1897	2046	2317
Gatad1	219	204	249	364
M6pr	12539	15296	15853	18865
Lrrc8a	78	85	95	126
Mc5r	1	2	7	4
Ppp2r1a	2625	2867	3112	3652
Fance	199	216	264	282
Tinf2	1533	1905	2569	3172
Tssk4	9	12	16	5
Dus3l	722	725	950	1008
Gtpbp3	139	125	126	160
Tgfbr1	907	931	864	939
Homer1	227	200	246	295
Rad51c	214	226	309	330
Gabrb2	0	5	6	5
Cav1	7	0	0	13
Arpp19	3874	3929	4219	5182
Bcl2l1	243	245	183	190
Khsrp	399	476	694	820
Ccdc124	1408	1517	1329	1639
Cct4	3249	3583	3674	4785
0610009B22Rik	580	617	711	838
Cpt1c	8	31	40	53
Zfp655	797	948	1018	1178
Rhoa	13788	15036	15375	18164
Zmiz1	1895	1913	1954	2520
Ankrd26	198	231	195	292
Aldh16a1	735	762	862	1086
Hnrnpa0	559	507	406	567
Prrg2	185	173	163	188
Hnrnph1	3993	4119	3606	4637
Ift43	39	43	73	48
Id3	254	216	597	591
Arid1a	1371	1318	1023	1471
Ctsd	2227	2485	3954	4086
Rplp1	13259	12211	9431	12438
Abhd8	129	136	167	173
Ift22	465	502	735	787
Fzd3	20	15	14	15
1700008O03Rik	36	34	34	22
Mid1ip1	275	232	364	392
Ap2s1	4174	4047	4130	5347
Fgfrl1	17	8	24	48
Brme1	9	20	14	17
Emc10	1237	1443	1738	1834
Fbxw9	108	106	128	159
Spib	900	969	1491	1794
Fnbp4	1285	1317	1136	1276
Cers4	62	56	57	61
Scrn3	158	247	100	148
Phax	978	957	923	1090
Tle1	251	252	374	465
1700109H08Rik	49	18	26	26
Relt	1400	1529	1482	1588
Snrpb2	2617	2679	2566	3163
Ubc	22748	28185	30063	26500
Prpf31	1280	1537	1790	2222
Sertad1	731	689	1207	1364
Carhsp1	478	525	954	1015
Elk3	1359	1538	1780	2204
Herpud2	1023	1074	1181	1339
Rdh13	53	82	44	70
Nutf2	1718	2160	2128	2191
Fut1	4	0	0	0
Arpc5	26286	26590	30384	36143
Elavl2	3	0	4	4
Pou2f2	924	792	591	763
Mgst1	50	41	160	155
Nfib	9	11	27	10
Ubqln4	178	212	271	367
Rps18	22661	22084	18448	23691
Rpl10	25024	22404	19380	28175
Rps15a	8229	8421	5885	4718
Ncaph2	2039	2369	2725	3011
Hipk1	961	805	825	1037
Gprc5b	24	46	87	124
Man1a2	478	548	488	648
Acyp1	255	266	185	227
Cldn13	72	15	119	76
Cd163	25	13	40	40
Hdac5	268	273	396	444
Rala	4202	4062	4072	4762
Vdac3	4157	4549	5347	6644
Vps72	1233	1323	1510	1832
Gabpa	444	573	527	651
Bmp7	34	26	9	22
Dynll1	12843	13195	12581	18194
Pdcl	676	737	787	961
Tmem184b	747	891	1046	1181
Nf2	241	348	358	445
Cabp7	2	2	2	0
Zmat5	1580	1557	1780	2082
Ewsr1	7869	9644	9843	10194
Ap1b1	1168	1323	1502	1870
Derl3	26	21	19	40
Bcl2l13	363	360	434	569
Dqx1	60	41	60	84
Lnpk	481	417	301	433
Prr29	0	9	0	0
Ascl2	0	4	8	12
Pttg1ip	1127	1393	1693	2064
Trpm2	508	533	245	386
Ube2g2	1723	1837	2127	2353
Mpo	4	1	8	152
Lpo	0	2	0	5
Met	24	20	20	51
Elk1	118	127	186	166
Nav1	3072	2773	3108	3626
Tnpo1	1081	945	1002	1137
Otog	10	6	10	2
Rnmt	970	1044	1196	1517
Srp14	5540	5440	6168	7190
6330409D20Rik	3	8	1	7
Cdk9	2097	2619	3382	3629
Tor2a	513	630	908	1097
Fpgs	131	120	116	139
Mrtfb	222	203	148	203
Cbx5	691	670	595	682
Apobec3	8340	7845	9158	9768
St6galnac1	6	3	2	9
Taf7l	0	3	4	1
Sardh	3	2	4	4
Vav2	788	755	882	1089
Tex15	67	77	57	66
Ppp2cb	727	837	1409	1700
G0s2	23	13	20	12
Dmap1	537	581	623	771
Mcu	196	213	184	220
Bcr	49	51	21	35
Fxyd5	6775	6355	7241	9191
Kcnd1	39	51	111	125
Tfcp2	141	140	134	187
Pou6f2	4	2	0	2
Pou6f1	88	67	76	54
Ubp1	1133	1106	1361	1635
Nuak2	3418	4229	6439	7151
Cilk1	102	86	63	110
Sdhb	5991	6406	7042	8034
Snap47	154	163	176	206
Kdsr	285	251	353	400
Vps4b	2858	3136	3643	4228
Rps25	27729	30470	28153	33747
Nxf2	25	18	14	27
Tafazzin	2090	2352	2873	3314
Kif19a	3	1	6	20
Aldh3a2	822	841	848	1046
Zmynd10	0	5	6	1
Tmem115	355	303	461	481
Hyal2	64	93	110	89
Ifrd2	99	93	105	162
Hyal1	293	213	230	278
Tusc2	865	910	1042	1234
Nprl2	537	624	740	904
Slc38a3	1	1	4	3
Cacna2d2	1	4	4	4
Rassf1	1521	1777	3517	4182
Slc3a2	5724	6438	8582	8800
Nxf1	2777	2729	2941	3138
Stx5a	1708	2019	2272	2691
Slc47a1	2	4	7	10
Pifo	0	0	0	1
Tnfrsf13b	1793	1982	1619	1607
Spire2	2	1	2	1
Raver1	334	427	432	539
2610507B11Rik	897	806	776	954
AI597479	211	211	248	266
Tmem86a	467	462	599	835
Optc	6	7	2	9
Tex14	27	25	41	36
Ifi35	3112	3296	3709	4094
Rdm1	514	601	658	671
Nedd8	11136	11088	11609	13949
Gosr1	599	546	608	698
Mrpl52	1933	1797	1563	1946
Kansl3	539	655	566	600
Eya4	12	13	5	9
Ebf3	6	2	1	4
Faf1	677	816	807	1093
Tsacc	100	109	86	115
Mettl16	717	824	652	825
Dazl	12	22	7	11
Apol7a	4	3	1	2
Pigyl	750	573	887	926
Rbm25	5887	5840	5527	7127
Psen2	332	328	369	470
Plcd1	7	3	15	8
Fads1	104	137	107	155
Lmbr1	29	31	47	42
Tnfrsf22	95	63	78	115
Cars	331	294	492	493
Gabra1	5	0	1	9
Kdelr3	2	1	6	12
Cfap97d1	13	13	32	42
Apip	1168	1326	1792	2105
Pdhx	690	748	892	1018
Vac14	896	885	1114	1312
Mcoln2	6	8	12	8
Akt1s1	158	244	272	378
Tbrg1	3485	3589	2888	3759
Adssl1	307	310	465	533
Brf1	698	725	804	970
Odc1	1930	2254	2317	3200
Thg1l	264	302	193	280
Adam19	1466	1071	1614	1704
Pabpc4	95	80	94	113
Zfp296	363	368	370	340
Plin5	1	0	1	5
Sugp1	798	867	1095	1091
Dhdh	218	250	248	294
Zfp790	96	94	72	117
Cpb1	258	124	26	4
Fuz	428	423	457	566
Sptbn4	29	31	29	21
Pgam1	3712	3881	4615	6167
Evi5	560	500	671	882
Evi5l	236	281	291	337
Snapc2	399	419	521	597
Git1	307	318	404	480
Gltp	6588	7243	9414	11339
Bnip2	3948	4540	5095	6159
Ccnt1	1930	1901	2032	2385
Scarf2	4	5	1	4
Brms1l	388	513	397	505
Med15	832	804	938	1017
Dhdds	309	330	373	469
Crybg2	52	63	54	60
Ubxn11	335	260	193	302
Tjap1	200	218	260	274
Ehf	917	1001	643	801
Nanog	18	9	6	12
Rpl15	11047	11173	10318	13966
Tmem167	4804	5024	4852	6191
Mplkip	1259	1202	1289	1454
Kif11	205	254	155	168
Rpa3	1683	1837	1753	2139
Mlkl	30	28	50	83
Tnpo3	938	1035	1032	1222
Ttll5	371	306	274	228
Zfp715	204	256	220	266
Retn	33	32	98	117
Cdh23	394	284	204	155
Rps5	13657	13175	11672	15733
Adgrl1	66	51	58	66
Amotl1	19	17	14	19
2200002J24Rik	18	35	21	10
Etv5	159	169	372	408
Tmem190	7	0	0	10
Gfod2	116	139	103	128
Enkd1	83	115	114	149
Atp6v0d1	1067	1092	1651	2093
Ptprs	323	255	514	590
Slc41a1	483	583	646	615
4931406B18Rik	37	33	25	21
Iglon5	2	7	0	5
Igf2bp1	13	14	15	14
B4galnt2	25	19	22	19
Zfp651	0	0	3	4
Nelfb	1148	1244	1380	1615
Tmem175	569	646	775	920
Bcas1	146	192	169	181
Tango2	414	383	392	477
Aldh1a2	218	164	107	229
Ndufs2	3067	3515	4099	4869
Snx31	3	1	8	3
Atraid	1852	1805	2225	2490
Cad	158	131	133	184
Sh3bp5l	150	141	214	241
Atad1	1194	1420	1380	1829
Pten	3248	3243	3404	4015
Pea15a	4463	4809	5042	5879
Timm23	3829	4280	4728	6079
Tnfaip8l2	2485	2377	2488	3236
Trnt1	904	944	881	1089
Ehmt2	715	566	673	883
Elof1	1536	1522	1703	1984
Med16	400	481	507	578
St3gal1	686	724	724	956
Tmem259	337	295	289	447
Rnf170	497	491	466	536
1700020L13Rik	49	40	42	46
Myl2	3	1	3	0
Dedd	499	507	546	656
Mcemp1	7337	6624	10419	13549
Nit1	846	873	796	982
Pax5	7	6	7	3
Prdm15	116	136	73	104
Rnf168	470	421	394	427
Dynlt2b	7422	6559	5938	6903
Chp1	1276	1257	1815	2177
Trpv4	10	4	27	21
Klhl3	97	67	54	62
Tvp23b	1112	1041	1211	1591
Dnajc7	4103	4533	3990	4518
Zfp385c	2	2	12	0
Cacybp	3188	3837	3902	5571
Cluap1	454	452	368	529
Zswim7	377	398	339	378
Pigl	120	119	118	138
Ndufa2	5375	4953	5490	6513
Pam16	589	428	564	856
Glis2	59	40	51	46
Cox6c	11353	11245	10913	13446
Bicc1	38	36	19	52
Ube2z	658	556	721	922
Tmem87b	268	303	335	409
Anapc1	428	474	430	522
Mertk	29	33	83	112
Tsg101	2697	2920	3880	4637
Hps5	636	672	609	746
Map3k4	202	178	219	320
Piezo1	437	465	553	565
Blk	834	922	366	371
Rnf166	2126	2081	2189	2483
Ankrd28	55	70	75	84
Ankrd52	158	181	145	146
Pkd2l2	118	93	93	86
Srp19	3217	3142	3010	3689
Klra17	549	453	440	504
Wdfy2	697	665	539	633
Rbsn	228	260	247	272
Mrps25	1180	1255	1295	1516
Dguok	2169	2150	2183	2562
Camta1	488	542	636	777
Csf1	16	16	22	38
Strip1	362	420	477	624
Kif1a	30	20	29	56
Slc25a11	5399	5601	6427	7817
Chrne	83	92	176	174
Cmc2	500	568	468	611
Chfr	729	740	752	860
Ceacam16	190	200	209	208
Adam28	16	6	12	30
Tex261	1775	1930	2203	2652
Fam120b	842	969	1047	1222
Tbp	980	1110	1124	1211
Psmb1	8644	8798	9580	11465
Pdcd2	439	395	442	543
Dll1	1	0	3	1
Fhod1	136	122	104	172
Plekhg4	6	7	11	7
Slc9a5	8	11	10	17
Elmo3	24	15	37	40
Stc1	10	2	1	6
4931428F04Rik	94	85	115	99
Tppp3	16	33	63	116
Msh3	132	177	182	211
Adamts13	84	87	43	51
Tmem208	2040	1988	2001	2534
E2f4	1079	1196	1323	1684
Surf4	4187	5020	5601	6642
Surf2	717	760	778	955
Dnajb9	690	670	804	1117
Naf1	57	25	34	69
Yes1	36	26	40	56
Ppp1cb	2046	2168	2244	2997
Gorasp2	1564	1645	2062	2444
Tsen15	334	443	413	427
Efr3a	2938	3025	3195	3783
Trappc2l	2375	2178	2560	3231
Acsf3	75	81	87	102
Ddx19a	152	158	174	239
Galns	181	203	196	303
Gata2	3	0	5	2
C8g	79	94	97	84
Rabl6	488	535	634	742
Edf1	3898	3840	4917	5757
Clic3	4	7	10	27
Npdc1	5	2	4	5
Fbxw5	672	781	967	952
Slc25a13	340	314	351	470
Ube2i	7696	8228	8595	10219
Tsr3	384	449	421	498
Unkl	60	73	74	103
Lrrk1	2391	3124	2272	4159
Aldh1a3	21	22	32	26
Actn1	298	316	365	424
Sirt2	1067	1040	1200	1711
Hnrnpl	2522	2402	3021	3151
Nolc1	787	1017	951	1336
Casd1	619	643	642	814
Cnksr3	33	45	58	112
Mtmr1	743	840	772	844
Hmgb3	196	246	424	368
Map2	1	5	2	8
Cyp2j9	3	0	1	2
Abca1	34	24	95	114
Nipsnap3b	1909	1793	2561	2926
Lage3	1100	1042	1055	1277
Ubl4a	799	875	898	972
Gm44504	799	875	898	972
Gdi1	4715	5244	6202	7040
Sash1	727	679	445	539
Gadd45b	10079	11945	12144	13284
Slamf6	893	955	666	789
Slamf1	29	26	33	20
Zdhhc12	204	229	233	300
Endog	124	120	162	253
Cybb	8318	8401	9298	13252
Golga7	3948	4546	4755	5455
Gm6829	3948	4546	4755	5455
Xk	22	41	35	47
Pcolce2	2	7	37	16
Cd48	10253	11001	12419	15334
Clpx	584	656	797	960
Trabd	628	647	619	813
Dennd6b	206	235	271	262
Cd83	61761	83991	86592	102930
Cltrn	7	21	1	9
Gzmb	5	9	87	0
Ager	9	12	8	9
Atf6b	1096	1312	1637	1997
Egfl8	61	64	29	30
Notch4	55	62	52	91
Ppt2	410	465	889	1201
Prrt1	26	40	78	94
Rnf5	1697	1841	2221	2490
Cacfd1	525	581	647	695
Hivep2	284	250	225	243
Arnt	525	445	526	613
Itga2	7	12	3	5
Mocs2	729	642	619	908
Nat9	251	245	364	362
Lpl	116	171	281	237
Atp6v0e	14280	14809	15666	18338
Zfp318	158	121	143	200
Ttbk1	10	9	7	17
Srf	327	398	504	519
Gata3	9	15	11	13
Gata5	11	14	10	8
Steap2	6	13	18	18
Hspa8	56457	74863	53905	83150
Serac1	15	17	23	27
Pdzd11	1332	1131	1067	1282
Psma2	9753	9884	10235	12930
Mrpl32	1933	2106	2036	2331
Setdb1	359	444	426	457
Anxa9	14	5	12	17
Arnt2	3	1	4	0
Prune1	153	132	147	157
Cers2	2290	2709	3224	3904
Nlrp5	3	2	6	0
Capza2	25337	26799	28273	34118
Plekho1	1565	1701	2006	2490
Vps45	527	532	614	702
Prpf3	441	454	465	403
Anp32e	2800	3686	3695	4072
Aph1a	701	650	869	1075
Tab2	964	840	712	895
Ppil4	2432	2359	2244	2693
Cnih1	1407	1526	1650	1892
Eps8	1705	1817	1737	1827
Med22	172	262	281	313
Surf1	868	935	933	1170
Med28	4057	4377	4741	5611
Qdpr	1416	1648	1651	2214
Gnrh1	2	3	3	9
Tnr	39	37	28	53
Sqstm1	5781	6073	7972	9276
Nfe2l2	5108	5500	8345	10859
Rxrg	1	7	5	0
Rxra	81	39	93	129
Adamtsl4	54	44	72	68
Cd5l	25	35	219	139
Prpsap1	1074	1132	1302	1442
Fam184b	62	76	6	16
Ncapg	348	562	291	358
Lcorl	341	331	342	424
Gm3414	341	331	342	424
Lta4h	4840	5425	6495	7489
Amdhd1	177	161	60	94
Dstn	3198	3360	4258	5651
Macroh2a1	11063	11002	11407	14281
Gtf2ird2	270	367	217	271
Bola1	641	630	711	699
Castor2	297	255	499	558
Fcgr1	68	22	123	124
Ncf1	5827	7861	5364	5975
Wnt11	56	86	225	216
Adss	894	909	1098	1282
Il17rb	1	0	5	1
Cacna1d	40	27	35	21
Chdh	3	0	6	0
Actr8	526	613	793	794
Lrrc27	10	2	7	7
Stk32c	108	108	84	106
Fnta	1452	1631	1980	2341
Mtrex	1092	1138	1270	1442
Lbp	10	17	6	10
Celsr1	19	35	44	58
Fli1	687	678	499	691
Tenm1	34	41	15	33
Utp25	120	92	85	79
Hsd11b1	15	15	15	18
H2-M3	5431	5665	6234	6927
Lonrf3	1	0	3	4
Atp5e	5335	5694	5216	6213
Nelfcd	815	775	995	1219
Tubb1	3	0	16	11
Ctsz	30463	31783	31800	39170
Prelid3b	2436	2518	2508	3050
H2-M2	12067	10124	16211	17428
Ube2a	1930	2088	2960	3787
Slc25a5	19943	22650	25940	31445
Ppdpf	5043	4673	4153	4788
Kcnq2	18	12	13	16
Col20a1	22	5	7	3
Pls3	142	160	162	244
Mpped2	0	1	0	9
Nkap	532	500	539	566
Ndufa1	6694	6391	6695	8090
Wt1	7	2	1	2
E2f3	88	96	63	95
Cr1l	3070	3134	3068	3882
Ppfibp1	142	127	116	147
Cd46	20	26	21	31
Cd34	94	84	93	149
Plgrkt	1954	2032	2088	2727
Cd274	2587	2813	2920	3264
Pdcd1lg2	607	631	686	1017
Gtf3a	885	1120	1013	1231
Mtif3	409	318	342	319
Lnx2	249	199	142	205
Dyrk3	27	66	66	102
Mapkapk2	3207	4561	6249	6800
Il10	8	9	12	36
Lamp2	1981	2222	3206	3885
Atxn10	3710	4087	4421	5419
Foxred2	102	79	121	102
Eif3d	1788	2045	2179	2602
H3f3b	55932	53547	82323	94647
Nup50	560	626	654	707
Phf21b	11	8	2	3
Ift27	492	497	570	685
Pacsin2	1546	1922	2443	2555
Cmah	132	123	110	156
Ttll12	95	101	97	138
Bik	8	3	5	2
Scube1	10	16	4	12
Tox4	1625	1688	1957	2363
Mrps18c	2704	2656	3129	3537
Sulf1	3	4	1	0
Srsf6	3426	3800	4666	5854
Plcg1	194	149	193	192
Kctd2	458	467	562	525
Kctd5	575	613	691	748
Etaa1	221	228	188	180
Matn4	4	2	2	1
Slpi	199	89	891	590
Sdc4	351	299	512	664
Il13ra1	1184	1209	2712	3560
Nbr1	458	636	591	661
Cyth1	586	580	1033	1211
Rnd3	2330	2636	1890	1821
Brca1	98	116	121	108
Nt5c3b	495	594	680	682
Coa3	3026	2881	3104	3758
Zpbp2	9	11	7	8
Gsdma	3	5	3	12
Med24	318	445	499	447
Gsdma2	12	6	5	4
Psmd3	1207	1535	1801	2067
Exosc10	691	884	840	953
Glod4	1642	1706	2095	2570
Vps53	884	938	838	1181
Taok1	812	589	735	836
Dnttip1	1076	1140	1176	1334
Tnnc2	6	14	2	2
Acot8	781	783	814	1023
Cd300lg	55	55	20	49
Mpp2	0	1	8	19
Ppy	0	0	8	2
Nlk	101	116	132	149
Traf4	527	714	1250	1456
Aldoc	72	56	41	46
Rpl19	21507	20243	19010	24065
Nek8	178	213	181	240
Cacnb4	86	127	116	123
Plxdc1	329	356	328	367
Arl5b	536	633	860	1111
Zfp207	4382	4915	4008	5176
Psmd11	2652	2696	3038	3874
C1qtnf1	2	11	11	8
Timp2	127	141	368	417
Zc3h18	404	406	464	482
Top2b	1585	1896	1859	2325
Rarb	4	1	8	13
Igfbp4	62	33	62	90
Cdc6	216	408	308	323
Suz12	460	466	487	603
Atad5	410	375	331	404
Crlf3	5574	6075	6069	7309
Tns4	74	33	116	119
Tnfaip1	477	555	762	916
Abr	1549	1574	1499	1754
Rab11fip4	159	231	144	215
Cd40	3591	3362	3305	4144
Slc35c2	3468	4152	4298	4935
Zfp334	4	4	0	3
Elmo2	2401	2388	2980	3736
Wsb1	2242	2326	3467	4454
Ttpal	196	237	287	325
Rhot1	754	810	1058	1327
Rhbdl3	12	16	29	6
Ada	239	260	206	237
Serinc3	12775	12891	22330	24550
Tha1	100	67	69	65
Pgs1	717	820	680	830
Birc5	1235	1572	940	1137
Afmid	268	247	279	407
Pigt	485	464	410	438
Dbndd2	247	284	224	340
Mmp9	157	323	340	391
Slc12a5	20	22	36	32
Ghdc	101	68	105	156
Pltp	1441	1677	2713	4171
Slc12a7	28	24	45	68
Ctsa	13020	14940	18518	21915
Zswim1	150	130	121	190
Slc12a4	79	117	218	173
Myo1c	1105	1098	1742	1950
Crk	1461	1307	1594	2084
Cox7c	7501	7756	7355	9164
Pitpna	10966	11623	18263	21731
Mlx	1019	1043	1086	1444
Retreg3	233	298	233	308
Dhx58	782	878	888	1075
Rab5a	2181	2443	3155	3598
Nkiras2	421	369	539	595
Ppp2r5c	2392	2513	2853	3347
Ift52	1232	1312	1451	1626
Mybl2	165	160	157	149
Sgk2	3	3	1	2
B4galt5	747	777	688	916
Gdap1l1	5	3	5	2
Ptgis	2	2	6	5
Cadps2	7	8	4	5
Ddx27	769	938	873	1042
Cyth3	153	169	309	264
Cyth4	5576	7212	7273	7979
Rac3	29	40	41	43
Rrp7a	694	874	1273	1387
Cyb5r3	6533	7860	9523	11140
Ints2	221	266	177	259
Med13l	696	588	677	900
H2bc4	1721	1612	1655	1747
Mafk	660	850	1084	972
Med1	708	713	692	818
Erbb3	22	33	36	44
Stard3	932	1068	1068	1376
Ikzf3	68	70	35	30
Mfng	523	735	727	793
Vmp1	3002	3324	4015	5008
Uchl5	1873	2082	2165	2470
Glrx2	934	930	975	1163
Ro60	89	88	60	47
Stk4	2440	2362	2326	2802
Pmp22	19	23	66	82
Gdf9	13	8	4	16
Zcchc10	382	505	433	558
Tbx5	22	17	15	8
Psmb6	7383	7728	9134	10970
Spag7	3178	3247	3847	4676
Pfn1	90296	91656	95728	108874
Tomm34	1848	1778	2195	2691
Ywhab	5806	5703	6864	8191
Ksr1	116	88	55	92
Gpx3	17	10	30	49
Anxa6	8075	9310	5334	6063
Il12rb2	634	666	560	598
Zkscan6	306	363	418	415
Kpna2	1666	1953	2290	2709
Smurf2	339	442	391	487
Cep95	227	211	217	280
Vezf1	339	345	341	430
2210416O15Rik	14	12	6	6
Cuedc1	14	12	6	6
Srsf1	1222	1341	1297	1725
Abi3	3711	4165	5625	6263
Shroom1	12	13	10	9
Kif3a	147	95	160	199
Septin8	40	49	88	92
Mtmr4	710	728	594	761
Mrm1	353	466	740	813
Mapt	7	5	7	2
Kansl1	794	758	807	944
Gid4	203	291	254	305
Myo1b	820	861	787	822
Dhx40	1101	1047	1448	1795
Ypel2	60	84	68	90
Akap1	8	23	18	40
Nol11	683	734	651	939
Derl2	1566	1747	1934	2310
C1qbp	2144	2260	2366	3075
Rpain	910	1030	1266	1458
Slc13a3	7	17	23	16
Kcnab3	16	13	31	44
Chd3	1338	1148	1381	1550
Kdm6b	1271	1315	1620	1959
Appbp2	1137	1315	1352	1576
Adora2b	153	176	196	209
Ncor1	3859	3872	3997	5046
Trpv2	1204	1359	1535	1837
Cenpv	83	52	70	98
Pcgf2	16	26	15	19
Cwc25	1300	1370	2225	2795
Pip4k2b	64	75	91	72
Trim37	530	700	758	797
Ctdnep1	835	887	1327	1642
Elp5	1800	1922	2086	2558
Slc2a4	2	0	2	3
Gabarap	8360	8174	10426	12815
Cldn7	1	2	2	2
2810408A11Rik	64	62	113	184
Phf23	389	542	876	1017
Acadvl	1270	1445	1940	2351
Dnah11	10	1	4	6
G3bp1	5264	6158	7029	8459
Atox1	29595	28279	32145	38251
Sparc	63	7	26	211
Mief2	86	66	133	122
Tbx3	5	7	7	31
Mmp20	7	5	7	1
Mmp7	53	8	15	6
Dusp14	41	69	29	32
Tada2a	153	195	119	123
Ikzf1	2622	2209	2439	2840
Pnpo	1866	2361	2113	2459
Cog1	371	439	460	605
Cbx1	1317	1367	1174	1431
Cdk5rap3	1447	1571	2007	2303
Copz2	38	52	97	111
Slc25a39	1613	1676	2354	2810
Sp2	526	533	796	900
Aatf	781	740	827	964
Dync1h1	824	713	746	903
Pex12	181	190	111	147
Ndel1	3844	4564	7905	9971
Slc25a35	358	354	285	356
Zbtb4	150	115	133	180
Tnfsfm13	39	39	82	133
Mpdu1	973	1151	1141	1330
Fxr2	603	692	865	927
Atp5g3	8551	8299	7853	9728
Cd68	13098	13654	17303	22166
Acsl1	1032	762	1121	1084
Abca5	28	63	33	29
Smyd4	189	244	163	216
Lsp1	77489	75116	64743	73027
Zfyve27	524	665	868	844
Avpi1	10066	11307	13779	16408
Rad51d	628	685	631	741
Unc45b	2	6	2	4
Pank3	359	345	361	498
Rars	891	1025	1077	1298
Wwc1	6	8	22	18
Mrpl58	701	740	714	1003
Fdxr	263	249	315	391
Sult4a1	6	14	1	7
Mrpl45	974	1006	812	1163
Irf1	5018	5163	5334	6945
Slc22a5	132	114	158	139
P4ha2	7	9	10	7
Arrb1	130	130	205	273
Tm4sf5	180	159	128	188
Cxcl16	5055	4681	5789	7247
Pelp1	85	103	131	142
Med11	2325	2160	2678	2962
Alox15	0	2	6	2
Heatr9	11	13	5	2
Ccl6	3102	2183	2954	4267
Ccl4	17796	28433	10983	12064
Natd1	164	102	128	119
Map2k3	1126	1439	1526	1917
Ywhah	16961	18146	14382	18340
Hoxb1	6	7	11	5
Sart3	556	586	703	724
E2f2	420	503	470	585
Slfn3	71	58	39	56
Nars2	187	207	262	284
Slc35b4	781	820	945	1053
Dnah1	2	3	8	4
Dalrd3	832	941	1009	1188
Fis1	5377	5226	6295	7871
Plod1	143	168	227	314
Rab3d	230	251	418	434
Mfsd3	128	127	155	133
Slc25a22	383	443	564	640
Atp6ap1	4592	5201	6522	7699
Dnase1l1	760	676	701	1033
Aldh3a1	3	0	0	0
Ccl9	2233	2150	3310	5277
Scrn1	11	9	16	16
BC005537	1026	914	858	1242
Isyna1	773	897	1223	1607
Hars2	496	505	480	569
Cacng2	5	3	0	4
Tmem160	2424	2420	2884	3527
Rab5c	403	388	452	550
Styxl1	40	39	38	23
Mdh2	35201	39281	36147	48035
H13	3606	4010	5284	6203
Rnf145	1352	1438	1583	1703
Scn1b	1	4	34	29
Atp6v1e1	3655	3659	4806	6433
Chtf18	198	165	188	186
Lhx9	4	12	11	4
Etnppl	28	14	14	14
Rps6kl1	13	18	11	27
Ppp1r12c	1209	1231	1586	1876
Ahr	2163	2156	2674	3199
Map1s	530	545	565	762
Tmem129	323	318	350	386
Nop9	626	734	1006	1011
Atp6v0a1	280	227	198	293
Psmc3ip	320	290	272	340
Grb7	7	1	2	1
Noxo1	22	15	14	40
Aoc3	3	0	3	4
Zfp687	167	172	186	227
D8Ertd738e	6810	7431	10163	12355
Sec14l4	5	1	2	0
Calm3	3713	3347	4744	5775
Cops3	2362	2758	2877	3456
Fkbp8	2917	3143	3947	4871
Ffar3	3	5	7	0
Ddx39b	2792	3287	3643	3997
Gipc1	462	477	684	759
Tlcd1	86	82	132	202
Plscr3	277	300	663	752
Ptger1	22	14	22	26
Arhgef25	4	7	21	36
Xab2	1397	1599	1743	2033
Cdc37	3117	3541	3790	4779
Rab4a	0	2	4	7
Trip10	159	185	348	471
Cd70	39	33	17	24
Cops6	2739	2896	3637	4495
Ubb	161596	148255	161379	188452
Ap4m1	220	216	202	206
Gyg	1126	1074	1106	1381
Rcn3	555	688	1014	1129
Slc6a8	4	4	20	11
Arid3a	187	201	153	180
Pdk4	4	2	0	2
Ubxn6	546	536	734	960
